ORF,Gene,Control Median,Control STD,Control Localization,Repeat 1 Median,Repeat 1 STD,Repeat 1 Localization,Repeat 2 Median,Repeat 2 STD,Repeat 2 Localization,DTT Median,DTT STD,DTT FoldChange,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Starvation Localization,Description
YDL112W,TRM3,28.79,6.856409055,cytosol,31.105263,6.670320715,cytosol,26.4962685,6.16761404,cytosol,27.56,13.41,0.95,cytosol,33.11,6.36,1.14,cytosol,21.25,4.43,0.73,cytosol,"2'-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs"
YNL194C,YNL194C,26.72,21.47430592,cell periphery,31.127775,23.7139867,cell periphery,22.332078,18.57196377,cell periphery,34.87,21.8,1.3,cell periphery,19.71,8.54,0.73,cell periphery,65.01,29.92,2.43,cell periphery,Integral membrane protein required for sporulation and plasma membrane sphingolipid content; has sequence similarity to SUR7 and FMP45; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
YIL063C,YRB2,27.89,6.922438958,nucleus,31.1755705,6.426419352,nucleus,24.624535,6.633901448,nucleus,28.81,8.6,1.03,nucleus,24.25,4.62,0.86,nucleus,24.98,5.49,0.89,nucleus,"Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; is not essential"
YLR309C,IMH1,30.78,8.260924025,"punctate,cytosol",31.18919,8.818469869,"punctate,cytosol",30.397516,7.781530637,"punctate,cytosol",23.79,7.63,0.77,"punctate,cytosol",31.29,9.26,1.01,"punctate,cytosol",NA,NA,NA,punctate,"Protein involved in vesicular transport, mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi"
YHR142W,CHS7,29.91,9.127666298,punctate,31.1894445,10.09308095,punctate,28.644737,7.776260377,punctate,32.1,11.02,1.07,punctate,19.71,3.9,0.65,punctate,22.55,4.06,0.75,punctate,"Protein of unknown function, involved in chitin biosynthesis by regulating Chs3p export from the ER"
YEL017W,GTT3,29.66,6.498746708,nuclear periphery,31.2214565,5.376905667,nuclear periphery,28.114286,6.625998598,nuclear periphery,25.84,9.69,0.87,nuclear periphery,25.77,6.15,0.86,nuclear periphery,22.82,3.97,0.76,nuclear periphery,"Protein of unknown function with a possible role in glutathione metabolism, as suggested by computational analysis of large-scale protein-protein interaction data; GFP-fusion protein localizes to the nuclear periphery"
YBR236C,ABD1,29.13,6.540927511,nucleus,31.223483,5.808290985,nucleus,27.040698,6.564468422,nucleus,27.24,9.36,0.93,nucleus,28.86,5.23,0.99,nucleus,19.78,3.2,0.67,nucleus,"Methyltransferase, catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA"
YHR083W,SAM35,26.8,7.640098006,mitochondria,31.238862,6.385568483,mitochondria,22.375,6.760445544,mitochondria,28.98,7.44,1.08,mitochondria,30.42,6.13,1.13,mitochondria,32.37,6.11,1.2,mitochondria,"Essential component of the sorting and assembly machinery (SAM complex or TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane"
YJR073C,OPI3,29.3,9.232288099,ER,31.297619,8.696173114,ER,27.3269455,9.412419328,ER,41.04,21.01,1.4,ER,18.08,4.81,0.61,ER,20,6.34,0.68,ER,"Phospholipid methyltransferase (methylene-fatty-acyl-phospholipid synthase), catalyzes the last two steps in phosphatidylcholine biosynthesis"
YLR401C,DUS3,30.14,7.540957564,nucleus,31.304123,7.193416715,nucleus,28.982622,7.71995363,nucleus,25.32,9,0.84,nucleus,30.47,5.76,1.01,nucleus,18.15,4.42,0.6,nucleus,"Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region"
YLR136C,TIS11,27.56,10.94119189,cytosol,31.323376,11.94051592,cytosol,23.810574,7.55132636,cytosol,35.54,19.28,1.28,cytosol,55.81,17.05,2.02,cytosol,20.54,4.8,0.74,cytosol,mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis
YIL153W,RRD1,29.32,7.402299436,cytosol,31.3319495,7.067995717,cytosol,27.328036,7.192254525,cytosol,35.71,9.78,1.21,cytosol,29.68,6.13,1.01,cytosol,48.8,6.74,1.66,cytosol,"Peptidyl-prolyl cis/trans-isomerase, activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; subunit of the Tap42p-Sit4p-Rrd1p complex"
YMR069W,NAT4,27.19,7.317057985,nucleus,31.335052,5.949771912,nucleus,23.050888,6.623475088,nucleus,25.5,10.8,0.93,nucleus,29.89,7.04,1.09,nucleus,21.47,5.19,0.78,nucleus,"N alpha-acetyl-transferase, involved in acetylation of the N-terminal residues of histones H4 and H2A"
YLR223C,IFH1,30.97,6.323999848,nucleus,31.335398,6.611465356,nucleus,30.612904,5.853175348,nucleus,NA,NA,NA,"punctate,nucleus",31.44,4.43,1.01,nucleus,21.75,3.59,0.7,nucleus,"Essential protein with a highly acidic N-terminal domain; IFH1 exhibits genetic interactions with FHL1, overexpression interferes with silencing at telomeres and HM loci; potential Cdc28p substrate"
YLR212C,TUB4,32.29,9.090938493,punctate,31.3741025,8.8054045,punctate,33.2321075,9.270793624,punctate,33.64,13.49,1.04,punctate,29.39,5.49,0.91,punctate,32.95,5.28,1.02,punctate,"Gamma-tubulin, involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body"
YER107C,GLE2,30.15,9.994395583,nuclear periphery,31.396227,10.35804704,nuclear periphery,28.923296,9.003341083,nuclear periphery,24.92,8.62,0.82,nuclear periphery,25.92,4.9,0.85,nuclear periphery,34.25,6.13,1.13,nuclear periphery,Component of the Nup82 subcomplex of the nuclear pore complex; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p
YML094W,GIM5,35.37,9.88920905,cytosol,31.3972405,9.566761201,cytosol,39.3597775,8.578197969,cytosol,42.9,14.14,1.21,cytosol,44.12,9.97,1.24,cytosol,51.4,6.84,1.45,cytosol,Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it
YMR239C,RNT1,32.15,7.268712343,nucleus,31.4061235,6.786321128,nucleus,32.90551,7.557063406,nucleus,24.28,9.38,0.75,nucleus,29.72,5.8,0.92,nucleus,26.58,6.43,0.82,nucleus,RNAase III; involved in rDNA transcription and rRNA processing; also cleaves a stem-loop structure at the 3' end of U2 snRNA to ensure formation of the correct U2 3' end; involved in polyadenylation-independent transcription termination
YML007C-A,YML007C-A,33.11,11.33853597,mitochondria,31.448412,11.60935446,mitochondria,34.7870105,11.09873287,mitochondria,53.22,17.03,1.6,mitochondria,34.87,7.31,1.05,mitochondria,47.26,7.55,1.42,mitochondria,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria
YHL017W,YHL017W,30.88,7.755254133,punctate,31.461039,8.338300991,punctate,30.310045,7.119565038,punctate,26.2,7.12,0.84,punctate,28.81,7.56,0.93,punctate,32.59,6.62,1.05,punctate,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles
YCR090C,YCR090C,31.82,7.253339526,cytosol,31.465408,6.983752279,cytosol,32.185329,7.559504939,cytosol,24.02,10.2,0.75,cytosol,26.44,4.95,0.83,cytosol,20.27,4.28,0.63,cytosol,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene
YOR185C,GSP2,29.26,17.13268841,"nucleus,cytosol",31.481809,20.17021296,"nucleus,cytosol",27.050505,12.52532744,"nucleus,cytosol",46.15,29.53,1.57,"nucleus,cytosol",44.59,13.86,1.52,"nucleus,cytosol",98.56,34.51,3.36,"nucleus,cytosol","GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); Gsp1p homolog that is not required for viability"
YCR082W,AHC2,29.41,6.627094924,nucleus,31.484756,7.253376118,nucleus,27.348837,5.531838098,nucleus,22.34,7.45,0.75,nucleus,25.93,4.75,0.88,nucleus,21.2,3.24,0.72,nucleus,"Protein of unknown function, putative transcriptional regulator; proposed to be a Ada Histone acetyltransferase complex component; GFP tagged protein is localized to the cytoplasm and nucleus"
YNL032W,SIW14,27.66,7.262987473,cytosol,31.495894,6.814611181,cytosol,23.841227,6.247990596,cytosol,25.38,8.34,0.91,cytosol,29.75,4.54,1.07,cytosol,31.68,6.7,1.14,cytosol,Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm
YNL066W,SUN4,27.78,8.707239842,vacuole membrane,31.5014745,7.388213566,vacuole membrane,24.0743655,8.573416706,vacuole membrane,17.18,7.91,0.61,vacuole membrane,26.34,4.46,0.94,vacuole membrane,18.19,3.27,0.65,vacuole membrane,"Cell wall protein related to glucanases, possibly involved in cell wall septation; member of the SUN family"
YGR097W,ASK10,29.56,6.897907316,cytosol,31.520232,6.446618682,cytosol,27.600683,6.935579117,cytosol,25.52,12.09,0.86,cytosol,30.71,5.03,1.03,cytosol,29.43,6.23,0.99,cytosol,"Component of the RNA polymerase II holoenzyme, phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p, which relieves repression of stress-response genes"
YBR227C,MCX1,34.21,8.195674024,mitochondria,31.521008,7.662372666,mitochondria,36.900002,8.078587507,mitochondria,41.1,14.75,1.2,mitochondria,32.27,5.43,0.94,mitochondria,35.17,4.43,1.02,mitochondria,Mitochondrial matrix protein; putative ATP-binding chaperone with non-proteolytic function; similar to bacterial ClpX proteins
YPR070W,MED1,29.01,7.482461258,nucleus,31.5221325,7.410118317,nucleus,26.5029755,6.948246511,nucleus,27.95,9.55,0.96,nucleus,30.95,6.58,1.06,nucleus,24.39,4.52,0.84,nucleus,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
YNR024W,MPP6,29.18,8.647893223,nucleus,31.546544,8.943546103,nucleus,26.823309,6.178342179,nucleus,21.89,7.36,0.75,nucleus,27.46,5.53,0.94,nucleus,24.42,6.05,0.83,nucleus,"Nuclear exosome-associated RNA binding protein; involved in surveillance of pre-rRNAs and pre-mRNAs, and the degradation of cryptic non-coding RNAs (ncRNA); copurifies with ribosomes"
YBR288C,APM3,30.67,7.624221418,punctate,31.5805665,6.477565616,punctate,29.760416,8.142730119,punctate,32.81,10.66,1.06,punctate,32.54,5.18,1.06,punctate,19.92,3.62,0.64,punctate,Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway
YGR161C,RTS3,28.11,7.861625599,nucleus,31.594595,8.279458096,nucleus,24.6370935,6.95375189,nucleus,60.79,26.46,2.16,nucleus,33.71,7.45,1.19,nucleus,38.09,9.67,1.35,nucleus,Putative component of the protein phosphatase type 2A complex
YDR105C,TMS1,31.18,8.465052704,vacuole membrane,31.621712,8.398973969,vacuole membrane,30.755556,8.572762166,vacuole membrane,40.25,14.86,1.29,vacuole membrane,32.78,6.18,1.05,vacuole membrane,48.62,9.77,1.55,vacuole membrane,"Vacuolar membrane protein of unknown function that is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance"
YKR089C,TGL4,28.33,8.033950264,punctate,31.626769,7.369806327,punctate,25.043418,7.910275645,punctate,34.25,10.39,1.2,punctate,31.1,5.89,1.09,punctate,43.75,4.96,1.54,punctate,Triacylglycerol lipase involved in triacylglycerol mobilization and degradation; found in lipid particles; phosphorylated and activated by Cdc28p; required with Tgl3p for timely bud formation
YLR405W,DUS4,29.63,6.344494093,cytosol,31.631178,6.496699364,cytosol,27.631969,5.964593734,cytosol,NA,NA,NA,cytosol,27.67,6.07,0.93,cytosol,33.71,10.18,1.13,cytosol,"Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus3p"
YEL052W,AFG1,33.98,8.422154025,mitochondria,31.675784,7.394578886,mitochondria,36.306242,8.845315702,mitochondria,36.58,13.16,1.07,mitochondria,30.29,6.23,0.89,mitochondria,24.09,5.13,0.7,mitochondria,Conserved protein that may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain
YPR023C,EAF3,28.56,6.394475142,nucleus,31.707203,6.300499094,nucleus,25.437065,5.276452412,nucleus,35.95,11.51,1.25,nucleus,32.37,7.37,1.13,nucleus,26.63,4.15,0.93,nucleus,"Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, homologous to Drosophila dosage compensation protein MSL3; plays a role in regulating Ty1 transposition"
YGL190C,CDC55,31.35,8.967117241,cytosol,31.71134,6.997057329,cytosol,31.0079585,9.607801463,cytosol,37.26,11.15,1.18,cytosol,37.09,6.29,1.18,cytosol,NA,NA,NA,nucleus,"Non-essential regulatory subunit B of protein phosphatase 2A (PP2A), which has multiple roles in mitosis and protein biosynthesis; involved in regulation of mitotic exit; found in the nucleus of most cells, also at bud neck and bud tip"
YBR187W,GDT1,28.43,10.75173178,vacuole,31.717562,11.29364942,vacuole,25.16607,8.743852458,vacuole,17.94,11.04,0.63,vacuole,17.76,4.77,0.62,vacuole,22.64,5.95,0.79,vacuole,Putative protein of unknown function; expression is reduced in a gcr1 null mutant; GFP-fusion protein localizes to the vacuole; expression pattern and physical interactions suggest a possible role in ribosome biogenesis
YKL184W,SPE1,33.11,8.037466709,cytosol,31.719369,6.771888408,cytosol,34.518652,8.625258505,cytosol,21.94,9.33,0.66,cytosol,32.86,5.51,0.99,cytosol,14.07,2.75,0.42,cytosol,"Ornithine decarboxylase, catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan, and increases necrotic cell death and ROS generation"
YMR113W,FOL3,28.92,6.765165092,"punctate,cytosol",31.729824,6.334372907,"punctate,cytosol",26.138615,6.375729252,"punctate,cytosol",33.42,12.44,1.15,"punctate,cytosol",31.9,4.85,1.1,"punctate,cytosol",30.57,5.35,1.05,"punctate,cytosol","Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes the conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis"
YCR044C,PER1,30.94,8.10241138,ER,31.738489,7.716327522,ER,30.153334,8.344074486,ER,26.71,7.7,0.86,ER,25.91,5.05,0.83,ER,32.03,4.35,1.03,ER,"Protein of the endoplasmic reticulum, required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1"
YGR239C,PEX21,29.04,7.181712487,punctate,31.768908,7.135390912,punctate,26.33173,6.194049839,punctate,21.58,5.66,0.74,punctate,29.39,5.06,1.01,punctate,25.32,6.49,0.87,punctate,Peroxin required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex18p
YBR132C,AGP2,30.68,9.936083007,ER,31.826315,9.615193804,ER,29.5471485,10.43620163,ER,29.94,9.02,0.97,ER,25.19,7.25,0.82,ER,32.1,6.01,1.04,ER,"High affinity polyamine permease, preferentially uses spermidine over putrescine; expression is down-regulated by osmotic stress; plasma membrane carnitine transporter, also functions as a low-affinity amino acid permease"
YNL039W,BDP1,29.39,6.617420955,nucleus,31.8330945,6.733946379,nucleus,26.959591,5.472728708,nucleus,26.37,6.47,0.89,nucleus,31.48,5.12,1.07,nucleus,20.99,2.72,0.71,nucleus,"Essential subunit of RNA polymerase III transcription factor (TFIIIB), which is involved in transcription of genes encoding tRNAs, 5S rRNA, U6 snRNA, and other small RNAs"
YHR072W,ERG7,31.97,8.14991376,punctate,31.857143,8.535580952,punctate,32.102949,7.578087328,punctate,31.6,10.52,0.98,punctate,27.9,6.18,0.87,punctate,39.22,7.63,1.22,punctate,"Lanosterol synthase, an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis"
YDR093W,DNF2,30.13,10.147854,cell periphery,31.880831,10.34103214,cell periphery,28.38562,9.521206933,cell periphery,34.84,11.84,1.15,cell periphery,29.66,7.25,0.98,cell periphery,22.09,8.09,0.73,cell periphery,"Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"
YML115C,VAN1,30.99,6.080504192,punctate,31.8904145,5.078512647,punctate,30.090322,6.851281149,punctate,22.37,8.83,0.72,punctate,26.51,6.23,0.85,punctate,21.46,4.68,0.69,punctate,"Component of the mannan polymerase I, which contains Van1p and Mnn9p and is involved in the first steps of mannan synthesis; mutants are vanadate-resistant"
YKL052C,ASK1,29.88,7.689584971,punctate,31.934206,7.571155562,punctate,27.846428,7.419107966,punctate,32.37,10.24,1.08,punctate,32.32,6.63,1.08,punctate,30.42,4.89,1.01,punctate,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases"
YCR094W,CDC50,29.29,7.882830185,punctate,31.935772,7.494888684,punctate,26.664934,7.587284726,punctate,34.43,9.39,1.17,punctate,32.59,6.19,1.11,punctate,44.62,7.02,1.52,punctate,Endosomal protein that interacts with phospholipid flippase Drs2p; interaction with Cdc50p is essential for Drs2p catalytic activity; mutations affect cell polarity and polarized growth; similar to Ynr048wp and Lem3p
