Majority protein IDs,Protein names,Gene names,ORF,Peptides,Unique peptides,Sequence coverage [%],PEP,Copy number
P25372,"Thioredoxin-3, mitochondrial",TRX3,YCR083W,7,7,59.1,1.54E-65,14979.98121
P33734,Imidazole glycerol phosphate synthase hisHF;Glutamine amidotransferase;Cyclase,HIS7,YBR248C,27,27,63.9,0,15020.90634
P41911,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial",GPD2,YOL059W,14,13,58.9,0,15029.19337
P32496,26S proteasome regulatory subunit RPN12,RPN12,YFR052W,17,17,81,0,15065.05985
P22141,Proteasome component C11,PRE1,YER012W,7,7,54,3.27E-72,15124.73527
P53598,"Succinyl-CoA ligase [ADP-forming] subunit alpha, mitochondrial",LSC1,YOR142W,16,16,84.5,0,15152.91383
P53903,Processing of GAS1 and ALP protein 2,PGA2,YNL149C,5,5,49.6,1.57E-55,15176.57223
Q05933,Actin-related protein 2/3 complex subunit 3,ARC18,YLR370C,5,5,71.3,1.97E-192,15194.70696
P05453,Eukaryotic peptide chain release factor GTP-binding subunit,SUP35,YDR172W,31,31,63.6,0,15272.39252
P32939,GTP-binding protein YPT7,YPT7,YML001W,8,8,44.7,1.38E-63,15408.75604
P32445,"Single-stranded DNA-binding protein RIM1, mitochondrial",RIM1,YCR028C-A,4,4,34.1,1.94E-67,15478.28849
P21576,Vacuolar protein sorting-associated protein 1,VPS1,YKR001C,36,36,62.9,0,15724.64389
P05626,"ATP synthase subunit 4, mitochondrial",ATP4,YPL078C,11,11,48.4,1.51E-136,15800.13971
P36139,Protein PET10,PET10,YKR046C,16,16,68.6,1.64E-202,15810.89896
Q3E772,Uncharacterized protein YGR169C-A,YGR169C-A,YGR169C-A,6,6,63,8.88E-38,15883.37389
P06103,Eukaryotic translation initiation factor 3 subunit B,PRT1,YOR361C,25,25,48.1,0,16001.31697
Q03690,Clustered mitochondria protein 1,CLU1,YMR012W,53,53,61.7,0,16081.48071
P25294,Protein SIS1,SIS1,YNL007C,16,16,50,1.24E-133,16114.01809
P53633,Prenylated Rab acceptor 1,YIP3,YNL044W,7,7,50,2.11E-94,16262.17552
Q08985,Homocysteine S-methyltransferase 2,SAM4,YPL273W,11,11,60.6,1.84E-179,16343.79142
Q08972,[NU+] prion formation protein 1,NEW1,YPL226W,45,45,50.7,0,16377.04093
Q06406,U6 snRNA-associated Sm-like protein LSm6,LSM6,YDR378C,3,3,83.7,2.19E-117,16454.35793
P46683,Ankyrin repeat-containing protein YAR1,YAR1,YPL239W,13,13,90.5,1.05E-212,16455.18365
P39078,T-complex protein 1 subunit delta,CCT4,YDL143W,19,19,56.8,0,16465.79256
P32905,40S ribosomal protein S0-A,RPS0A,YGR214W,3,2,29.4,4.41E-83,16672.65998
P00128,Cytochrome b-c1 complex subunit 7,QCR7,YDR529C,6,6,51.2,1.42E-98,16902.71927
Q12285,Ubiquitin-like protein MDY2,MDY2,YOL111C,12,12,74.1,2.15E-181,16977.05075
P23644,Mitochondrial import receptor subunit TOM40,TOM40,YMR203W,11,11,57.9,1.24E-283,17139.74038
P12612,T-complex protein 1 subunit alpha,TCP1,YDR212W,18,18,52.8,0,17165.84513
Q12449,Hsp90 co-chaperone AHA1,AHA1,YDR214W,19,19,72,3.27E-224,17266.3612
P40414,Tropomyosin-2,TPM2,YIL138C,12,12,77,1.44E-121,17284.52549
P47176,"Branched-chain-amino-acid aminotransferase, cytosolic",BAT2,YJR148W,18,18,64.1,2.92E-283,17311.17126
P52553,Prefoldin subunit 6,YKE2,YLR200W,8,8,93.9,3.39E-153,17311.80186
P42943,T-complex protein 1 subunit eta,CCT7,YJL111W,25,25,68.7,0,17425.22216
P38197,UPF0001 protein YBL036C,,YBL036C,16,16,75.1,1.75E-208,17466.8954
P49334,Mitochondrial import receptor subunit TOM22,TOM22,YNL131W,5,5,34.2,5.34E-73,17569.25351
P11484,Heat shock protein SSB1,SSB1,YDL229W,23,1,64.8,0,17606.18895
Q12068,NADPH-dependent methylglyoxal reductase GRE2,GRE2,YOL151W,19,19,78.1,0,17719.37084
P46969,Ribulose-phosphate 3-epimerase,RPE1,YJL121C,9,9,55.5,2.12E-96,17756.06873
P34167,Eukaryotic translation initiation factor 4B,TIF3,YPR163C,12,12,34.6,3.33E-174,17805.39928
P22768,Argininosuccinate synthase,ARG1,YOL058W,15,15,53.3,5.26E-182,17864.66805
P13188,Glutamine--tRNA ligase,GLN4,YOR168W,36,36,48.1,0,17881.45823
Q12377,26S proteasome regulatory subunit RPN6,RPN6,YDL097C,22,22,67.7,0,17888.33149
P40089,U6 snRNA-associated Sm-like protein LSm5,LSM5,YER146W,2,2,21.5,4.72E-18,17901.05756
P40413,T-complex protein 1 subunit epsilon,CCT5,YJR064W,27,27,62.6,0,17974.32118
P32478,Cell wall mannoprotein HSP150,HSP150,YJL159W,9,7,48.2,4.16E-160,18039.89025
P39726,"Glycine cleavage system H protein, mitochondrial",GCV3,YAL044C,3,3,33.5,1.90E-92,18061.87928
P32614,Fumarate reductase,,YEL047C,18,18,59.8,2.01E-287,18232.93097
P34227,Mitochondrial peroxiredoxin PRX1,PRX1,YBL064C,11,11,64,4.94E-146,18252.3951
P53299,Mitochondrial import inner membrane translocase subunit TIM13,TIM13,YGR181W,6,6,80,3.17E-94,18337.89586
P54885,Gamma-glutamyl phosphate reductase,PRO2,YOR323C,18,18,44.5,8.27E-170,18374.09338
P53912,Uncharacterized protein YNL134C,,YNL134C,18,17,65.2,0,18472.76314
P27476,Nuclear localization sequence-binding protein,NSR1,YGR159C,12,12,33.8,1.08E-257,18498.90298
P38249,Eukaryotic translation initiation factor 3 subunit A,RPG1,YBR079C,48,48,57.9,0,18588.1075
P25293,Nucleosome assembly protein,NAP1,YKR048C,13,13,52.8,0,18619.4231
P80967,Mitochondrial import receptor subunit TOM5,TOM5,YPR133W-A,3,3,46,5.23E-29,18679.06348
P12695,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",LAT1,YNL071W,19,19,39.8,6.51E-157,18726.32523
P38077,"ATP synthase subunit gamma, mitochondrial",ATP3,YBR039W,12,12,38.3,1.09E-131,18888.99936
P21243,Proteasome component C7-alpha,SCL1,YGL011C,13,13,67.1,5.57E-257,18889.11627
P22515,Ubiquitin-activating enzyme E1 1,UBA1,YKL210W,48,48,70.9,0,18903.79883
P40043,Respiratory growth induced protein 1,RGI1,YER067W,7,7,69.6,3.08E-155,18956.30357
O13547,Covalently-linked cell wall protein 14,CCW14,YLR390W-A,4,4,26.1,7.34E-86,19211.01085
P22137,Clathrin heavy chain,CHC1,YGL206C,62,62,53.1,0,19278.25604
P40302,Proteasome component PRE5,PRE5,YMR314W,8,8,59,7.03E-182,19324.04003
P37303,Low specificity L-threonine aldolase,GLY1,YEL046C,11,11,50.6,9.99E-162,19369.26802
P28241,"Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial",IDH2,YOR136W,8,8,44.2,5.60E-296,19469.8446
P14020,Dolichol-phosphate mannosyltransferase,DPM1,YPR183W,8,8,40.8,6.58E-164,19580.98115
P32377,Diphosphomevalonate decarboxylase,MVD1,YNR043W,15,15,57.3,0,19649.23696
P89886,Translation machinery-associated protein 20,TMA20,YER007C-A,10,10,78.5,5.53E-157,19955.38373
Q00955,Acetyl-CoA carboxylase;Biotin carboxylase,ACC1,YNR016C,69,66,45.7,0,19957.63839
P39077,T-complex protein 1 subunit gamma,CCT3,YJL014W,27,27,73.8,0,19959.18835
P00815,Histidine biosynthesis trifunctional protein;Phosphoribosyl-AMP cyclohydrolase;Phosphoribosyl-ATP pyrophosphohydrolase;Histidinol dehydrogenase,HIS4,YCL030C,29,29,58.4,0,20007.95421
P38248,Cell wall protein ECM33,ECM33,YBR078W,4,4,8.9,3.56E-80,20177.48731
P47075,Vacuolar transporter chaperone 4,VTC4,YJL012C,29,29,45.1,0,20283.15872
Q04869,Uncharacterized protein YMR315W,,YMR315W,13,13,54.2,4.47E-269,20297.89113
P48606,Tubulin-specific chaperone A,RBL2,YOR265W,9,9,78.3,8.56E-64,20429.29599
P36015,Synaptobrevin homolog YKT6,YKT6,YKL196C,10,10,51,4.53E-74,20488.32812
P15873,Proliferating cell nuclear antigen,POL30,YBR088C,14,14,66.7,3.84E-146,20502.2824
P38143,Glutathione peroxidase 2,GPX2,YBR244W,14,12,87,3.94E-159,20510.4102
P25567,RNA-binding protein SRO9,SRO9,YCL037C,17,17,53.5,2.70E-157,20553.76766
P0C2H9,60S ribosomal protein L31-B,RPL31B,YLR406C,6,1,67.3,3.21E-98,20568.5868
Q12109,"Tryptophan--tRNA ligase, cytoplasmic",WRS1,YOL097C,24,24,73.4,0,20626.83013
Q04491,Protein transport protein SEC13,SEC13,YLR208W,10,10,48.5,4.33E-190,20783.33502
P40024,ABC transporter ATP-binding protein ARB1,ARB1,YER036C,19,19,35.2,1.43E-234,20982.98609
P21306,"ATP synthase subunit epsilon, mitochondrial",ATP15,YPL271W,2,2,56.5,8.36E-88,21009.70679
P15700,Uridylate kinase,URA6,YKL024C,10,10,79.4,8.59E-117,21020.46478
P41058,40S ribosomal protein S29-B,RPS29B,YDL061C,2,2,37.5,5.53E-06,21094.81601
P35844,Protein KES1,KES1,YPL145C,24,24,73.3,0,21166.02626
P23638,Proteasome component Y13,PRE9,YGR135W,10,10,54.3,4.55E-214,21533.68556
P33322,H/ACA ribonucleoprotein complex subunit 4,CBF5,YLR175W,18,18,42.9,3.47E-271,21581.35086
P32495,H/ACA ribonucleoprotein complex subunit 2,NHP2,YDL208W,6,6,58.3,1.92E-27,21660.49659
P38777,Family of serine hydrolases 1,FSH1,YHR049W,15,15,86.8,5.08E-260,21843.26911
P07244,"Bifunctional purine biosynthetic protein ADE5,7;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase","ADE5,7",YGL234W,25,25,56.9,0,21908.66645
P53111,NADPH-dependent aldehyde reductase ARI1,ARI1,YGL157W,22,21,79.5,0,22091.64176
P40047,"Aldehyde dehydrogenase 5, mitochondrial",ALD5,YER073W,24,21,52.7,2.25E-263,22145.55545
P47120,Deoxyhypusine hydroxylase,LIA1,YJR070C,10,10,56,9.07E-279,22218.53453
P22139,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",RPB10,YOR210W,4,4,72.9,3.35E-34,22222.43626
P18562,Uracil phosphoribosyltransferase,FUR1,YHR128W,7,7,63.4,1.59E-89,22249.4034
Q01662,Methionine aminopeptidase 1,MAP1,YLR244C,15,15,65.4,0,22473.83594
P40495,"Homoisocitrate dehydrogenase, mitochondrial",LYS12,YIL094C,14,14,52,4.90E-239,22739.17967
P40303,Proteasome component PRE6,PRE6,YOL038W,12,12,63.8,9.93E-304,22795.68894
Q03558,NADPH dehydrogenase 2,OYE2,YHR179W,8,8,16.5,3.98E-94,22834.37818
P37012,Phosphoglucomutase-2,PGM2,YMR105C,32,29,65.7,0,22984.74927
P47119,Inosine triphosphate pyrophosphatase,HAM1,YJR069C,8,8,68.5,1.05E-131,23083.27288
Q12154,ATPase GET3,GET3,YDL100C,13,13,46.9,1.29E-242,23128.00516
P40893,Regulation of enolase protein 1,REE1,YJL217W,7,7,45.5,1.16E-105,23140.22794
P39958,Rab GDP-dissociation inhibitor,GDI1,YER136W,20,20,71.4,0,23154.94804
P22146,"1,3-beta-glucanosyltransferase GAS1",GAS1,YMR307W,10,10,27.4,5.67E-179,23296.2114
P35195,UPF0045 protein ECM15,ECM15,YBL001C,4,4,76,2.46E-138,23322.83881
P32473,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDB1,YBR221C,7,7,42.9,9.15E-169,23334.59598
P07263-2;P07263,"Histidine--tRNA ligase, mitochondrial",HTS1,YPR033C,24,24,63.1,0,23440.39532
P23639,Proteasome component Y7,PRE8,YML092C,10,10,54.8,9.25E-160,23445.99286
P32288,Glutamine synthetase,GLN1,YPR035W,13,13,58.1,3.86E-189,23458.95281
P47079,T-complex protein 1 subunit theta,CCT8,YJL008C,27,27,83.1,0,23481.60612
P36105,60S ribosomal protein L14-A,RPL14A,YKL006W,7,2,31.9,1.72E-27,23483.73947
P04449,60S ribosomal protein L24-A,RPL24A,YGL031C,8,3,28.4,1.66E-40,23502.00396
Q05775,Eukaryotic translation initiation factor 3 subunit J,HCR1,YLR192C,11,11,43,1.10E-280,23549.46297
P47100,Transposon Ty1-JR2 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H,TY1B-JR2,YJR029W,47,0,42.3,0,23585.64021
P14306,Carboxypeptidase Y inhibitor,TFS1,YLR178C,11,11,86.8,0,23754.15888
Q02753,60S ribosomal protein L21-A,RPL21A,YBR191W,8,1,45,9.70E-43,23921.02504
P38616,Protein YGP1,YGP1,YNL160W,10,10,35.6,1.08E-111,23964.9057
P00498,ATP phosphoribosyltransferase,HIS1,YER055C,10,10,35.4,4.42E-54,24097.25373
P07991,Ornithine aminotransferase,CAR2,YLR438W,20,20,75.9,0,24103.58705
P39076,T-complex protein 1 subunit beta,CCT2,YIL142W,19,19,55.8,0,24108.76921
Q00055,Glycerol-3-phosphate dehydrogenase [NAD(+)] 1,GPD1,YDL022W,16,15,58.8,5.43E-177,24261.21741
P30624,Long-chain-fatty-acid--CoA ligase 1,FAA1,YOR317W,37,36,59,0,24388.2307
Q08977,UPF0662 protein YPL260W,YPL260W,YPL260W,18,18,48.6,7.43E-167,24416.7223
P11745,Ran GTPase-activating protein 1,RNA1,YMR235C,21,21,58,0,24431.23042
P53849,Zinc finger protein GIS2,GIS2,YNL255C,7,7,59.5,7.30E-67,24470.97507
P54838,Dihydroxyacetone kinase 1,DAK1,YML070W,23,23,60.1,1.45E-289,24491.57332
P07560,Ras-related protein SEC4,SEC4,YFL005W,12,12,69.8,3.90E-146,24574.3272
P25349,Flavoprotein-like protein YCP4,YCP4,YCR004C,15,15,79.8,0,24648.89348
P50094,Inosine-5-monophosphate dehydrogenase 4,IMD4,YML056C,18,15,59.7,0,24918.55788
P32463,"Acyl carrier protein, mitochondrial",ACP1,YKL192C,4,4,41.6,2.63E-60,25064.74831
P06105,Protein SCP160,SCP160,YJL080C,62,62,61.2,0,25130.4373
P06780,GTP-binding protein RHO1,RHO1,YPR165W,5,5,34,1.13E-93,25131.84694
P61830,Histone H3,HHT1,YBR010W;YNL031C,3,3,39,2.83E-108,25133.04236
Q12349,"ATP synthase subunit H, mitochondrial",ATP14,YLR295C,7,7,40.3,4.26E-65,25226.24207
Q03973,High mobility group protein 1,HMO1,YDR174W,10,10,67.5,0,25397.81115
Q12402,Protein YOP1,YOP1,YPR028W,3,3,17.2,1.17E-22,25407.58849
Q12159,RNA annealing protein YRA1,YRA1,YDR381W,7,7,29.2,3.85E-30,25430.73191
P37292,"Serine hydroxymethyltransferase, mitochondrial",SHM1,YBR263W,20,20,63.9,0,25752.36097
Q04894,NADP-dependent alcohol dehydrogenase 6,ADH6,YMR318C,15,15,52.2,3.30E-165,25843.45622
P17709,Glucokinase-1,GLK1,YCL040W,17,16,42.4,2.07E-275,26114.64866
P33331,Nuclear transport factor 2,NTF2,YER009W,1,1,6.4,0.00080089,26131.9052
P52910,Acetyl-coenzyme A synthetase 2,ACS2,YLR153C,20,20,47.9,0,26574.37114
P39683,Nicotinate phosphoribosyltransferase,NPT1,YOR209C,31,31,90.2,0,26600.14536
Q3E792,40S ribosomal protein S25-A,RPS25A,YGR027C,5,1,55.6,8.30E-44,26844.92682
P41921,Glutathione reductase,GLR1,YPL091W,21,21,67.3,0,26867.01519
Q12499,Nucleolar protein 58,NOP58,YOR310C,20,18,55.4,0,26900.31108
P52870,Protein transport protein SBH1,SBH1,YER087C-B,3,3,30.5,8.41E-16,26917.95512
P38715,NADPH-dependent aldose reductase GRE3,GRE3,YHR104W,22,22,79.2,0,27120.5285
P40159,Uncharacterized protein YNL208W,,YNL208W,2,2,11.6,5.75E-24,27171.74723
P00958,"Methionine--tRNA ligase, cytoplasmic",MES1,YGR264C,43,43,71,0,27427.80469
Q3E841,Uncharacterized protein YNR034W-A,YNR034W-A,YNR034W-A,6,6,91.8,1.17E-183,27578.68113
P49090,Asparagine synthetase [glutamine-hydrolyzing] 2,ASN2,YGR124W,21,17,51.2,0,27627.79735
P35176,Peptidyl-prolyl cis-trans isomerase D,CPR5,YDR304C,10,10,51.6,6.12E-246,27837.84268
P09064,Eukaryotic translation initiation factor 2 subunit beta,SUI3,YPL237W,16,16,54.7,6.13E-193,27862.04453
P03965,Carbamoyl-phosphate synthase arginine-specific large chain,CPA2,YJR109C,36,35,44.5,0,27874.86286
P00447,"Superoxide dismutase [Mn], mitochondrial",SOD2,YHR008C,10,10,75.1,4.59E-280,27932.34691
P17505,"Malate dehydrogenase, mitochondrial",MDH1,YKL085W,12,12,48.5,6.64E-219,28008.39227
P07246,"Alcohol dehydrogenase 3, mitochondrial",ADH3,YMR083W,17,16,61.6,0,28092.02462
P53834,Hsp90 co-chaperone HCH1,HCH1,YNL281W,12,12,90.2,6.80E-172,28483.92753
P28707,Co-chaperone protein SBA1,SBA1,YKL117W,9,9,53.2,2.85E-157,28577.08565
O43137,Uncharacterized protein YBR085C-A,YBR085C-A,YBR085C-A,5,5,85.9,2.86E-71,28773.78237
P51402,60S ribosomal protein L37-B,RPL37B,YDR500C,4,3,31.8,4.95E-12,28791.56483
P40217,Eukaryotic translation initiation factor 3 subunit I,TIF34,YMR146C,16,16,64.3,0,28803.0823
P35719,Uncharacterized protein MRP8,MRP8,YKL142W,13,13,62.6,1.07E-222,28949.18261
P28777,Chorismate synthase,ARO2,YGL148W,16,16,66.5,5.92E-293,29172.8114
P07257,"Cytochrome b-c1 complex subunit 2, mitochondrial",QCR2,YPR191W,18,18,74.2,0,29385.79787
Q12305,"Thiosulfate sulfurtransferase RDL1, mitochondrial",RDL1,YOR285W,5,5,54.7,6.16E-74,29410.94299
P36010,Nucleoside diphosphate kinase,YNK1,YKL067W,5,5,27.5,4.02E-78,29449.61127
P07274,Profilin,PFY1,YOR122C,3,3,37.3,8.34E-98,29465.08217
P20606,Small COPII coat GTPase SAR1,SAR1,YPL218W,5,5,38.9,4.77E-55,29612.21335
P20459,Eukaryotic translation initiation factor 2 subunit alpha,SUI2,YJR007W,17,17,69.1,3.52E-237,29693.59318
P28007,H/ACA ribonucleoprotein complex subunit 1,GAR1,YHR089C,8,8,35.1,8.19E-66,29946.60336
P09624,"Dihydrolipoyl dehydrogenase, mitochondrial",LPD1,YFL018C,24,24,58.7,0,29984.03699
P20051,Dihydroorotase,URA4,YLR420W,23,23,82.4,0,29988.76207
P17555,Adenylyl cyclase-associated protein,SRV2,YNL138W,25,25,67.5,0,30014.15784
P16387,"Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",PDA1,YER178W,17,17,68.8,2.63E-247,30049.87515
Q06252,Uncharacterized protein YLR179C,,YLR179C,7,7,55.7,1.05E-148,30164.57255
P34730,Protein BMH2,BMH2,YDR099W,10,3,60.8,0,30218.11094
Q05905,Protein HRI1,HRI1,YLR301W,11,11,80.3,0,30231.18432
P29952,Mannose-6-phosphate isomerase,PMI40,YER003C,23,23,70.9,0,30267.56587
P38999,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]",LYS9,YNR050C,21,21,76.7,0,30319.13619
P32599,Fimbrin,SAC6,YDR129C,20,20,52.3,0,30402.21215
P36060,NADH-cytochrome b5 reductase 2;NADH-cytochrome b5 reductase p34 form;NADH-cytochrome b5 reductase p32 form,MCR1,YKL150W,17,17,69.5,0,30603.23624
P15891,Actin-binding protein,ABP1,YCR088W,34,34,63.2,0,30790.84291
P32481,Eukaryotic translation initiation factor 2 subunit gamma,GCD11,YER025W,22,22,60,0,30911.29762
P40069,Importin subunit beta-4,KAP123,YER110C,37,37,52.3,0,31172.34152
P16965,ATPase-stabilizing factor 15 kDa protein,STF2,YGR008C,7,7,66.7,7.61E-153,31274.7589
Q07478,ATP-dependent RNA helicase SUB2,SUB2,YDL084W,19,19,54.9,0,31303.55152
P07259,Protein URA2;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase,URA2,YJL130C,73,72,50.2,0,31368.5428
P06634,ATP-dependent RNA helicase DED1,DED1,YOR204W,14,14,40.2,9.25E-298,31799.78131
P16862,6-phosphofructokinase subunit beta,PFK2,YMR205C,23,23,41.7,0,31800.9631
P38115,D-arabinose dehydrogenase [NAD(P)+] heavy chain,ARA1,YBR149W,13,13,62.8,0,32100.75872
Q12118,Small glutamine-rich tetratricopeptide repeat-containing protein 2,SGT2,YOR007C,19,19,60.1,0,32204.3002
P49435,Adenine phosphoribosyltransferase 1,APT1,YML022W,7,7,46,2.76E-138,32292.21945
P07251,"ATP synthase subunit alpha, mitochondrial",ATP1,YBL099W,15,15,43.3,1.81E-259,32329.57538
Q05911,Adenylosuccinate lyase,ADE13,YLR359W,18,18,53.1,0,32589.28709
P0CX26;P0CX25,60S ribosomal protein L43-B;60S ribosomal protein L43-A,RPL43B;RPL43A,YJR094W-A;YPR043W;YJR094W-A;YPR043W,5,5,41.3,1.07E-65,32666.84021
P40581,Peroxiredoxin HYR1,HYR1,YIR037W,11,9,54.6,7.84E-90,32716.13631
Q02486,"ARS-binding factor 2, mitochondrial",ABF2,YMR072W,12,12,51.4,3.02E-81,32764.40142
P09457,"ATP synthase subunit 5, mitochondrial",ATP5,YDR298C,11,11,69.8,2.70E-93,33000.72716
P15624,Phenylalanine--tRNA ligase beta subunit,FRS1,YLR060W,23,23,59.7,0,33351.70081
P40106,(DL)-glycerol-3-phosphatase 2,HOR2,YER062C,17,12,86.8,1.27E-196,33407.44739
P07342,"Acetolactate synthase catalytic subunit, mitochondrial",ILV2,YMR108W,22,22,52.5,0,33415.08969
P15625,Phenylalanine--tRNA ligase alpha subunit,FRS2,YFL022C,22,22,55.9,0,33451.08134
P37302,Aminopeptidase Y,APE3,YBR286W,19,19,46,0,33468.12868
P53691,Peptidyl-prolyl cis-trans isomerase CPR6,CPR6,YLR216C,20,20,64.4,2.29E-218,33800.56548
P41807,V-type proton ATPase subunit H,VMA13,YPR036W,22,22,56.1,0,33950.63843
P04801,"Threonine--tRNA ligase, cytoplasmic",THS1,YIL078W,35,35,54.4,0,34135.67512
Q12335,Protoplast secreted protein 2,PST2,YDR032C,5,5,41.9,1.02E-140,34194.55064
P27616,Phosphoribosylaminoimidazole-succinocarboxamide synthase,ADE1,YAR015W,15,15,75.8,0,34384.08054
P25087,Sterol 24-C-methyltransferase,ERG6,YML008C,18,18,48,1.37E-164,34467.03483
P17695,"Glutaredoxin-2, mitochondrial",GRX2,YDR513W,9,9,68.5,1.13E-179,35118.59941
P80210,Adenylosuccinate synthetase,ADE12,YNL220W,18,18,58.7,0,35130.99272
Q12230,Sphingolipid long chain base-responsive protein LSP1,LSP1,YPL004C,10,10,40.8,1.31E-186,35148.57011
Q12117,Protein MRH1,MRH1,YDR033W,4,3,15.9,7.21E-73,35234.89439
P07260,Eukaryotic translation initiation factor 4E,CDC33,YOL139C,12,12,70.9,2.96E-288,35615.05758
Q03161,Glucose-6-phosphate 1-epimerase,,YMR099C,18,18,75.1,3.95E-292,35717.82204
P38708,Putative proline--tRNA ligase YHR020W,YHR020W,YHR020W,34,34,71.7,0,35864.75137
Q04344,Hit family protein 1,HNT1,YDL125C,6,6,56.3,1.36E-99,36561.66217
P40531,Protein GVP36,GVP36,YIL041W,16,16,82.2,0,36774.03338
P07267,Saccharopepsin,PEP4,YPL154C,12,12,50.6,5.32E-287,36910.30145
P40422,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",RPC10,YHR143W-A,3,3,64.3,8.73E-20,37087.93443
P35179,Protein transport protein SSS1,SSS1,YDR086C,3,3,57.5,6.79E-54,37440.40097
P09938,Ribonucleoside-diphosphate reductase small chain 1,RNR2,YJL026W,10,10,30.8,5.65E-132,37878.70148
P43616,Cys-Gly metallodipeptidase DUG1,DUG1,YFR044C,19,19,62,0,37887.69106
P32861,UTP--glucose-1-phosphate uridylyltransferase,UGP1,YKL035W,20,20,54.5,0,37990.74653
P31412,V-type proton ATPase subunit C,VMA5,YKL080W,19,19,70.2,0,38250.26566
P07245,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase",ADE3,YGR204W,39,39,56,0,38330.74593
Q05506,"Arginine--tRNA ligase, cytoplasmic",,YDR341C,33,33,68.4,0,38375.06073
P38626,NADH-cytochrome b5 reductase 1,CBR1,YIL043C,15,15,58.1,9.93E-135,38508.89303
P19414,"Aconitate hydratase, mitochondrial",ACO1,YLR304C,35,34,61.7,0,38577.64253
P25694,Cell division control protein 48,CDC48,YDL126C,23,23,45.5,0,38720.00489
P53252,Sphingolipid long chain base-responsive protein PIL1,PIL1,YGR086C,8,8,48.4,2.26E-280,38882.06985
P26637,"Leucine--tRNA ligase, cytoplasmic",CDC60,YPL160W,55,54,72.5,0,38980.28693
P07806-2;P07806,"Valine--tRNA ligase, mitochondrial",VAS1,YGR094W,43,43,55.7,0,38982.89566
P09436,"Isoleucine--tRNA ligase, cytoplasmic",ILS1,YBL076C,42,42,55.9,0,38983.0707
P33442,40S ribosomal protein S1-A,RPS1A,YLR441C,16,5,67.5,3.32E-236,39708.31673
P01123,GTP-binding protein YPT1,YPT1,YFL038C,11,11,61.2,3.98E-263,39827.64085
P13298,Orotate phosphoribosyltransferase 1,URA5,YML106W,15,13,85,0,40049.9397
P28274,CTP synthase 1,URA7,YBL039C,25,23,58.5,0,40051.49771
P00931,Tryptophan synthase,TRP5,YGL026C,29,29,61.5,0,40062.80419
P38009,Bifunctional purine biosynthesis protein ADE17;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ADE17,YMR120C,24,20,69.6,0,40292.18313
Q12458,Putative reductase 1,YPR1,YDR368W,16,15,82.7,2.09E-175,40303.69215
P10080,Single-stranded nucleic acid-binding protein,SBP1,YHL034C,10,10,57.5,1.29E-289,40363.70144
P15180,"Lysine--tRNA ligase, cytoplasmic",KRS1,YDR037W,25,25,58.4,0,40664.62218
P32911,Eukaryotic translation initiation factor eIF-1,SUI1,YNL244C,5,5,50.9,1.90E-100,40815.31802
P48570,"Homocitrate synthase, cytosolic isozyme",LYS20,YDL182W,20,11,64.7,0,41028.17897
P54839,Hydroxymethylglutaryl-CoA synthase,ERG13,YML126C,19,19,45.6,1.72E-272,41223.11943
P25491,Mitochondrial protein import protein MAS5,YDJ1,YNL064C,17,17,44.7,1.64E-232,41251.11919
P0CX42;P0CX41,60S ribosomal protein L23-B;60S ribosomal protein L23-A,RPL23B;RPL23A,YBL087C;YER117W;YBL087C;YER117W,4,4,32.8,7.09E-34,41499.97618
P39976,D-lactate dehydrogenase [cytochrome] 3,DLD3,YEL071W,22,21,70.8,0,41561.1213
