Protein IDs,Protein name,Gene name,Uniprot,Peptides,Razor Peptides,Unique Peptides,Sequence Coverage [%],Mol. Weight [kDa],PEP,Intensity Exp1,Intensity Exp2,Intensity Exp3,,
YPR070W,Mediator complex subunit 1;Mediator of RNA polymerase II transcription subunit 1,MED1;YP9499.25;YPR063W;YPR070W,Q12321,3,3,3,7.2,64.3,5.8E-13,0.0E+00,1.7E+06,0.0E+00,,
YNL126W,Spindle pole body component SPC98,N1222;N1879;SPC98;YNL126W,P53540,1,1,1,0.7,98.2,3.1E-01,0.0E+00,1.7E+06,0.0E+00,,
YDR057W,Protein OS-9 homolog,D4222;YDR057W;YOS9,Q04313;Q99220,2,2,2,4.8,61.3,1.7E-05,0.0E+00,1.7E+06,0.0E+00,,
YER107C,Component of the Nup82 subcomplex of the nuclear pore complex; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p;Nuclear pore protein GLE2;Nucleoporin GLE2;poly(A) RNA export protein RAE1,GLE2;RAE1;YER107C,D3DM14;P40066,2,2,2,9,40.5,7.5E-86,4.7E+06,1.7E+06,0.0E+00,,
YLR099W-A,Uncharacterized protein YLR099W-A,YLR099W-A,Q3E798,2,2,2,26.4,10.0,4.3E-19,3.6E+06,1.7E+06,0.0E+00,,
YGL161C,Protein YIP5;YPT-interacting protein 5,G1832;YGL161C;YIP5,P53108,2,2,2,7.1,34.8,8.7E-13,2.2E+06,1.7E+06,0.0E+00,,
YNR049C,Protein MSO1,MSO1;N3457;YNR049C,P53604,3,3,3,20,23.4,1.2E-34,5.7E+05,1.6E+06,0.0E+00,,
YMR223W,Deubiquitinating enzyme 8;Ubiquitin carboxyl-terminal hydrolase 8;Ubiquitin thioesterase 8;Ubiquitin-specific-processing protease 8,UBP8;YM9959.05;YMR223W,P50102,2,2,2,5.3,53.6,5.6E-38,4.7E+05,1.6E+06,0.0E+00,,
YIR022W,Signal peptidase complex catalytic subunit SEC11,SEC11;YIR022W,P15367,3,3,3,19.8,18.8,1.7E-41,0.0E+00,1.6E+06,0.0E+00,,
YPR036W-A,Uncharacterized protein YPR036W-A,YPR036W-A,Q3E752,1,1,1,46.3,7.1,6.2E-08,0.0E+00,1.6E+06,0.0E+00,,
YKL205W,Exportin(tRNA);Exportin-T;Karyopherin-beta;tRNA exportin,LOS1;YKL205W,P33418,5,5,5,4.8,126.8,6.4E-30,8.1E+05,1.6E+06,0.0E+00,,
YBR265W,3-dehydrosphinganine reductase;3-ketodihydrosphingosine reductase TSC10;KDS reductase;Temperature-sensitive CSG2 suppressor protein 10,TSC10;YBR1734;YBR265W,P38342,1,1,1,5,36.0,5.5E-21,0.0E+00,1.6E+06,0.0E+00,,
YNL316C,Phenylalanine-requiring protein 2;Putative prephenate dehydratase,N0351;PHA2;YNL316C,P32452,2,2,2,6.3,38.2,1.5E-04,8.8E+06,1.6E+06,0.0E+00,,
YBL004W,U three protein 20;U3 small nucleolar RNA-associated protein 20,UTP20;YBL004W;YBL0101,P35194,6,6,6,3.1,287.6,3.3E-13,6.7E+06,1.6E+06,0.0E+00,,
YLR430W,Helicase SEN1;tRNA-splicing endonuclease positive effector,L9576.1;SEN1;YLR430W,Q00416;Q06448,6,6,6,3.5,252.5,3.7E-31,1.9E+06,1.6E+06,0.0E+00,,
YGR125W,Uncharacterized vacuolar membrane protein YGR125W,G6362;YGR125W,P53273,3,3,3,3.3,117.0,9.6E-13,0.0E+00,1.6E+06,0.0E+00,,
YIR033W;YKL020C,Protein MGA2;Protein SPT23,MGA2;SPT23;YIR033W;YKL020C,P35210;P40578,2,2,2,4.5,127.1,8.3E-27,0.0E+00,1.6E+06,0.0E+00,,
YNL054W-B,Capsid protein;Gag-p45;Gag-Pol-p199;Integrase;p190;p23;p54;p60;p84;p90;Pol-p20;Pol-p63;Pol-p71;Reverse transcriptase/ribonuclease H;Transposon Ty1 TYA-TYB polyprotein;Transposon Ty1-NL2 Gag-Pol polyprotein;Ty1 protease;TY1A-TY1B,N2453;P9659.6c;TY1B-A;TY1B-NL2;TY1B-PR1;YAR009C;YARCTy1-1 POL;YNL054W-B;YNLWTy1-2 POL;YPR137C-B;YPRCTy1-2 POL,Q99337,40,1,0,35.4,198.2,0.0E+00,0.0E+00,1.6E+06,0.0E+00,,
YGL226C-A,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5;Oligosaccharyl transferase 9.5 kDa subunit;Oligosaccharyl transferase subunit zeta,OST5;YGL226BC;YGL226C-A,P87030;Q92316,2,2,2,23.3,9.5,3.2E-05,0.0E+00,1.5E+06,0.0E+00,,
YBL028C,UPF0642 protein YBL028C,YBL028C;YBL0423,P38202,1,1,1,10.4,12.4,4.6E-08,1.1E+06,1.5E+06,0.0E+00,,
YPL043W,Nucleolar protein 4;Nucleolar protein NOP77,NOP4;NOP77;YPL043W,P37838,8,8,8,15.2,77.8,9.1E-27,2.7E+07,1.5E+06,0.0E+00,,
YPL272C,Uncharacterized protein YPL272C,YPL272C,Q08984,3,3,3,9.5,59.4,3.3E-47,0.0E+00,1.5E+06,0.0E+00,,
YHR133C,INSIG homolog 1;Nsg1p;Protein NSG1,NSG1;YHR133C,D3DL82;P38837;Q6Q5G1,3,3,3,13.1,32.2,2.1E-18,6.8E+06,1.5E+06,0.0E+00,,
YKR008W,Chromatin structure-remodeling complex subunit RSC4;Remodel the structure of chromatin complex subunit 4;RSC complex subunit RSC4,RSC4;YK107;YKR008W,Q02206;Q6B1F7,5,5,5,8.8,72.3,3.9E-57,3.6E+06,1.5E+06,0.0E+00,,
YLR026C,Integral membrane protein SED5,SED5;YLR026C,Q01590,3,3,3,13.8,38.8,6.1E-80,0.0E+00,1.5E+06,0.0E+00,,
YKR060W,Ribosome biogenesis protein UTP30;U3 snoRNP-associated protein UTP30,UTP30;YKR060W,P36144,3,3,3,11.3,31.6,4.4E-49,0.0E+00,1.5E+06,0.0E+00,,
YOR075W,Syntaxin UFE1,UFE1;YOR075W;YOR29-26,P41834,2,2,2,8.1,40.5,1.3E-11,4.8E+05,1.5E+06,0.0E+00,,
YER100W,Ubc6p;Ubiquitin carrier protein UBC6;Ubiquitin-conjugating enzyme E2 6;Ubiquitin-protein ligase UBC6,DOA2;UBC6;YER100W,D3DM07;P33296,1,1,1,6.4,28.4,4.7E-52,3.5E+06,1.5E+06,0.0E+00,,
YJR075W,Mannan polymerase II complex HOC1 subunit;M-Pol II subunit Hoc1p;Putative glycosyltransferase HOC1,HOC1;J1830;YJR075W,P47124,1,1,1,2.5,46.3,3.9E-11,1.7E+06,1.4E+06,0.0E+00,,
YCR035C,Exosome complex component RRP43;Ribosomal RNA-processing protein 43,RRP43;YCR035C;YCR35C;YCR522,P25359;Q8NKJ5,2,2,2,4.6,44.0,9.6E-04,6.8E+06,1.4E+06,0.0E+00,,
YGR007W,CTP:phosphoethanolamine cytidylyltransferase;Ethanolamine-phosphate cytidylyltransferase;Phosphorylethanolamine transferase,ECT1;G3856;MUQ1;YGR007W,P33412;Q05725,4,4,4,13.9,36.9,5.2E-09,0.0E+00,1.4E+06,0.0E+00,,
YAL025C,Maintenance of killer protein 16;Protein MAK16,MAK16;YAL025C,P10962,2,2,2,9.2,35.7,2.8E-18,3.0E+07,1.4E+06,0.0E+00,,
YJL044C,GAP for YPT6;GTPase-activating protein GYP6,GYP6;J1202;YJL044C,P32806,4,4,4,9.4,53.8,2.9E-21,1.2E+06,1.4E+06,0.0E+00,,
YBL067C,Deubiquitinating enzyme 13;Ubiquitin carboxyl-terminal hydrolase 13;Ubiquitin thioesterase 13;Ubiquitin-specific-processing protease 13,UBP13;YBL0621;YBL067C,P38187,2,2,2,4,83.9,1.7E-27,0.0E+00,1.4E+06,0.0E+00,,
YCL034W,LAS seventeen-binding protein 5,LSB5;YCL034W;YCL186;YCL34W,P25369;P87004;Q8NIM9,1,1,1,6.5,39.9,2.9E-03,1.1E+06,1.4E+06,0.0E+00,,
YCR087C-A,UPF0743 protein YCR087C-A,YCR087C-A;YCRX16C,P37263,4,4,4,29.4,17.7,2.1E-87,9.2E+06,1.4E+06,0.0E+00,,
YJR118C,Increased loss of mitochondrial DNA protein 1;Protein ILM1,ILM1;J2033;YJR118C,P47155,1,1,1,10.3,23.6,1.9E-54,0.0E+00,1.3E+06,0.0E+00,,
YDR097C,DNA mismatch repair protein MSH6;MutS protein homolog 6;Postmeiotic segregation protein 3,MSH6;PMS3;YD8557.04C;YDR097C,Q03834,7,7,7,7.3,140.1,7.8E-75,2.6E+06,1.3E+06,0.0E+00,,
YEL001C,Irc22p;Uncharacterized protein YEL001C,YEL001C,D3DLP6;P40006;Q05243,2,2,2,5.8,25.0,7.5E-06,0.0E+00,1.3E+06,0.0E+00,,
YBR216C,Activator of YAP1;YAP1-binding protein 1,YBP1;YBR1505;YBR216C,P38315,3,3,3,4.7,77.7,7.6E-19,0.0E+00,1.3E+06,0.0E+00,,
YGR262C,Bud site selection protein BUD32;Low-dye-binding protein 14;piD261;Serine/threonine-protein kinase BUD32,BUD32;LDB14;YGR262C,P53323,1,1,1,6.5,29.9,8.2E-04,1.0E+06,1.3E+06,0.0E+00,,
YOR252W,Translation machinery-associated protein 16,TMA16;YOR252W,Q08687,2,2,2,13.5,20.8,3.2E-18,2.1E+06,1.3E+06,0.0E+00,,
YPR017C,Protein DSS4,DSS4;LPZ16C;YP9531.11C;YPR017C,P32601;Q12299;Q3S1N1,1,1,1,9.1,16.1,5.5E-03,0.0E+00,1.3E+06,0.0E+00,,
YOR347C,Pyruvate kinase 2,O6342;PYK2;YOR347C,P52489,3,2,2,8.9,55.2,5.5E-28,1.9E+06,1.3E+06,0.0E+00,,
YGL185C,Putative 2-hydroxyacid dehydrogenase YGL185C,G1380;YGL185C,P53100,3,3,3,13.5,43.0,2.6E-11,0.0E+00,1.3E+06,0.0E+00,,
YGL180W,Autophagy protein 3;Autophagy-related protein 1;Cytoplasm to vacuole targeting protein 10;Serine/threonine-protein kinase ATG1,APG1;ATG1;AUT3;CVT10;G1615;YGL180W,P53104,2,2,2,2.6,101.7,1.0E-27,0.0E+00,1.2E+06,0.0E+00,,
YOR048C,5'-3' exoribonuclease 2;p116;Ribonucleic acid-trafficking protein 1,HKE1;RAT1;TAP1;YOR048C,Q02792,7,7,7,9.4,115.9,8.4E-32,7.7E+06,1.2E+06,0.0E+00,,
YPR058W,"Carrier protein YMC1, mitochondrial",YMC1;YP9499.14;YPR058W,P32331;Q12002,2,2,2,18.9,33.4,4.8E-08,0.0E+00,1.2E+06,0.0E+00,,
YHR077C,Nmd2p;Nonsense-mediated mRNA decay protein 2;Up-frameshift suppressor 2,IFS1;NMD2;SUA1;UPF2;YHR077C,D3DL27;P38798,7,7,7,6.8,126.8,8.2E-21,1.8E+06,1.2E+06,0.0E+00,,
YKL002W,DOA4-independent degradation protein 4;ESCRT-III complex subunit VPS2;Vacuolar protein-sorting-associated protein 2;Vacuolar protein-targeting protein 14,CHM2;DID4;GRD7;REN1;VPL2;VPS2;VPT14;YKL002W,P36108,1,1,1,3.9,26.3,9.7E-04,0.0E+00,1.2E+06,0.0E+00,,
YBR096W,Uncharacterized protein YBR096W,YBR0824;YBR096W,P38256,3,3,3,23,27.1,2.8E-122,1.2E+07,1.2E+06,0.0E+00,,
YIL121W,Quinidine resistance protein 2,QDR2;YIL121W,P40474,2,2,2,5.2,59.6,1.9E-08,0.0E+00,1.2E+06,0.0E+00,,
YBR287W,Uncharacterized transporter YBR287W;YBR287W,YBR2034;YBR287W,P38355;Q6B2Z0,1,1,1,4.2,47.5,6.7E-73,0.0E+00,1.2E+06,0.0E+00,,
YGL178W,Protein HTR1;Pumilio homology domain family member 5;Suppressor protein MPT5,BIC834;HTR1;MPT5;PUF5;YGL178W,P39016,1,1,1,1,95.4,4.1E-03,0.0E+00,1.2E+06,0.0E+00,,
YGL091C,Cytosolic Fe-S cluster assembly factor NBP35;Nucleotide-binding protein 35,NBP35;YGL091C,P52920,1,1,1,5.8,35.3,1.8E-17,2.5E+06,1.2E+06,0.0E+00,,
YMR073C,Uncharacterized heme-binding protein YMR073C,YM9916.12C;YMR073C,Q04772,2,2,2,21.4,23.2,4.8E-26,1.5E+06,1.2E+06,0.0E+00,,
YDR119W,Vacuolar basic amino acid transporter 4,VBA4;YDR119W,Q04602,3,3,3,6,85.7,2.0E-91,0.0E+00,1.2E+06,0.0E+00,,
YDR063W,Altered inheritance rate of mitochondria protein 7;Protein AIM7,AIM7;D4245;YDR063W,Q12156,3,3,3,21.5,17.1,1.4E-07,4.8E+05,1.1E+06,0.0E+00,,
YHR171W,ATG12-activating E2-like enzyme;Atg7p;Autophagy-related E1-like-activating enzyme ATG7;Autophagy-related protein 7;Cytoplasm to vacuole targeting protein 2,APG7;ATG7;CVT2;YHR171W,D3DLC0;P38862,3,3,3,6.3,71.4,1.6E-08,0.0E+00,1.1E+06,0.0E+00,,
YOR125C,Catabolite repression protein CAT5;Coenzyme Q biosynthesis protein 7;Ubiquinone biosynthesis protein COQ7,CAT5;COQ7;O3284;YOR125C;YOR3284C,P41735,2,2,2,17.6,26.1,5.0E-04,0.0E+00,1.1E+06,0.0E+00,,
YLR395C,"Cytochrome c oxidase polypeptide VIII, mitochondrial",COX8;L8084.14;YLR395C,P04039,1,1,1,12.8,8.9,2.8E-09,1.4E+07,1.1E+06,0.0E+00,,
YKR024C,ATP-dependent RNA helicase DBP7;DEAD box protein 7,DBP7;YKR024C,P36120,2,2,2,3.9,83.3,2.2E-13,0.0E+00,1.1E+06,0.0E+00,,
YBR212W,Negative growth regulatory protein NGR1;RNA-binding protein RBP1,NGR1;RBP1;YBR1459;YBR212W,P32831,2,2,2,6.1,75.0,3.5E-28,0.0E+00,1.1E+06,0.0E+00,,
YBL098W,Biosynthesis of nicotinic acid protein 4;Kynurenine 3-hydroxylase;Kynurenine 3-monooxygenase,BNA4;YBL0828;YBL098W,P38169,2,2,2,4.3,52.4,1.2E-05,1.4E+06,1.1E+06,0.0E+00,,
YJR043C,DNA polymerase delta subunit 3,J1626;POL32;YJR043C,P47110,3,3,3,12.6,40.3,3.4E-16,1.0E+06,1.1E+06,0.0E+00,,
YGR063C,Chromatin elongation factor SPT4;Transcription elongation factor SPT4,SPT4;YGR063C,P32914;Q0P6T7;Q45U23,2,2,2,31.4,11.2,1.9E-04,0.0E+00,1.1E+06,0.0E+00,,
YDR469W,COMPASS component SDC1;Complex proteins associated with SET1 protein SDC1;Set1C component SDC1;Suppressor of CDC25 protein 1,CPS25;SAF19;SDC1;YDR469W,Q03323,1,1,1,9.7,19.4,1.2E-03,0.0E+00,1.1E+06,0.0E+00,,
YOR078W,Bud site selection protein 21;U three protein 16;U3 small nucleolar RNA-associated protein 16,BUD21;UTP16;YOR078W;YOR29-29,O00033;Q08492,1,1,1,7.9,24.4,5.5E-04,0.0E+00,1.1E+06,0.0E+00,,
YDL213C,Nucleolar protein 6,D1018;NOP6;YDL213C,Q07623,3,3,3,16,25.2,3.8E-28,3.4E+06,1.1E+06,0.0E+00,,
YGR138C,Polyamine transporter 2,G6417;TPO2;YGR138C,P53283,2,2,1,6.8,67.6,2.3E-60,1.1E+07,1.1E+06,0.0E+00,,
YOL124C,tRNA [Gm10] methyltransferase;tRNA guanosine-2'-O-methyltransferase TRM11;tRNA methylase 11,TRM11;YOL124C,Q12463,2,2,2,5.5,50.1,2.7E-25,2.2E+06,1.1E+06,0.0E+00,,
YGL201C,DNA replication licensing factor MCM6;Minichromosome maintenance protein 6,MCM6;YGL201C,P53091;Q870M9,3,3,3,3.9,113.0,1.2E-23,2.9E+06,1.1E+06,0.0E+00,,
YOL045W,Probable serine/threonine-protein kinase YOL045W,YOL045W,Q08217,3,2,2,4,124.4,5.6E-10,2.2E+05,1.1E+06,0.0E+00,,
YER079W,Putative uncharacterized protein;Uncharacterized protein YER079W,YER079W,D3DLY6;P40052,2,2,2,10,23.2,8.3E-06,0.0E+00,1.0E+06,0.0E+00,,
YLR373C,Vacuolar import and degradation protein 22,VID22;YLR373C,Q05934,3,3,3,3.3,102.5,3.5E-12,2.3E+06,1.0E+06,0.0E+00,,
YDR373W,Calcium-binding protein NCS-1,D9481.6;FRQ1;NCS1;YDR373W,Q06389,1,1,1,8.4,22.0,7.2E-21,0.0E+00,1.0E+06,0.0E+00,,
YGR009C,Protein transport protein SEC9,HSS7;SEC9;YGR009C,P40357,3,3,3,6.5,73.6,5.3E-06,4.2E+05,1.0E+06,0.0E+00,,
YFR005C,Pre-mRNA-splicing factor SAD1;snRNP assembly-defective protein 1,SAD1;YFR005C,P43589,2,2,2,7.8,52.2,2.8E-07,0.0E+00,1.0E+06,0.0E+00,,
YNL295W,Uncharacterized protein YNL295W,N0462;YNL295W,P48564,1,1,1,2.3,61.2,6.4E-03,2.8E+06,1.0E+06,0.0E+00,,
YHR195W,"Nuclear envelope protein, anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN);Nucleus-vacuole junction protein 1",NVJ1;VAB36;YHR195W,D3DLE3;P38881,1,1,1,6.2,36.4,7.2E-13,0.0E+00,1.0E+06,0.0E+00,,
YDR246W,Transport protein particle 23 kDa subunit,TRS23;YD8419.13;YDR246W,Q03784,4,4,4,27.9,24.9,7.3E-21,5.8E+06,1.0E+06,0.0E+00,,
YGR247W,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CPD1;YGR247W,P53314,1,1,1,8.8,26.7,1.3E-20,0.0E+00,9.7E+05,0.0E+00,,
YOL031C,Nucleotide exchange factor SIL1;Protein SLS1,PER100;SIL1;SLS1;YOL031C,Q08199;Q6B1H9,4,4,4,15.2,48.3,1.9E-58,7.4E+06,9.7E+05,0.0E+00,,
YOL010W,RNA 3'-terminal phosphate cyclase-like protein,RCL1;RTC1;YOL010W,Q08096,2,2,2,7.1,40.2,1.8E-17,9.8E+06,9.7E+05,0.0E+00,,
YOR056C,20S-pre-rRNA D-site endonuclease NOB1;NIN1-binding protein;Pre-rRNA-processing endonuclease NOB1,NOB1;YOR056C;YOR29-07,O00021;Q08444,4,4,4,8.1,51.7,5.4E-31,1.3E+07,9.7E+05,0.0E+00,,
YMR212C,Protein EFR3,EFR3;YM8261.06C;YMR212C,Q03653,7,7,7,10.9,89.2,3.8E-35,6.8E+06,9.6E+05,0.0E+00,,
YER004W,"Fmp52p;Found in mitochondrial proteome protein 52;Protein FMP52, mitochondrial",FMP52;YER004W,D3DLQ0;P40008,4,4,4,22.5,25.1,1.3E-23,1.0E+07,9.4E+05,0.0E+00,,
YNL124W,H/ACA ribonucleoprotein complex non-core subunit NAF1;Nuclear assembly factor 1,N1888;NAF1;SCY_4671;YNL124W,B0KZR2;B0KZS1;B0KZT9;B0KZZ3;B0L002;P53919,3,3,3,6.9,54.9,1.5E-07,4.4E+06,9.4E+05,0.0E+00,,
YDL193W,"Di-trans,poly-cis-decaprenylcistransferase;Nuclear undecaprenyl pyrophosphate synthase 1;Probable undecaprenyl pyrophosphate synthase;Undecaprenyl diphosphate synthase",D1239;NUS1;YDL193W,Q12063,1,1,1,4,42.6,1.6E-61,2.6E+06,9.4E+05,0.0E+00,,
YDR147W,Ethanolamine kinase,EKI1;YD8358.04;YDR147W,Q03764,3,3,3,6.2,61.7,8.2E-05,0.0E+00,9.3E+05,0.0E+00,,
YPL086C,Elongator complex protein 3;Gamma-toxin target 3,ELP3;HPA1;TOT3;YPL086C,Q02908,1,1,1,4.7,63.7,1.7E-31,1.2E+06,9.2E+05,0.0E+00,,
YJR003C,"Uncharacterized protein YJR003C, mitochondrial",J1415;YJR003C;YJR83.30,P47084,5,5,5,5.4,59.8,1.3E-05,5.5E+05,9.1E+05,0.0E+00,,
YHR041C,Hyper-recombination suppressor protein 2;Mediator complex subunit 20;Mediator of RNA polymerase II transcription subunit 20;Suppressor of RNA polymerase B 2,HRS2;MED20;SRB2;YHR041C,D3DKY9;P34162,1,1,1,8.6,22.9,2.0E-04,0.0E+00,9.1E+05,0.0E+00,,
YJL204C,Recyclin-1,J0318;J0320;RCY1;YJL204C,P39530;P39531;P87193,3,3,3,3.7,97.5,3.3E-20,0.0E+00,9.1E+05,0.0E+00,,
YOR052C,AN1-type zinc finger protein YOR052C,YOR052C;YOR29-03,O00017;Q08422,1,1,1,8,16.7,8.4E-11,0.0E+00,9.0E+05,0.0E+00,,
YHR165C,"Component of the U4/U6-U5 snRNP complex, involved in the second catalytic step of splicing; mutations of human Prp8 cause retinitis pigmentosa;Pre-mRNA-splicing factor 8",DBF3;DNA39;PRP8;RNA8;SLT21;USA2;YHR165C,D3DLB4;P33334,2,2,2,0.7,279.5,1.1E-03,2.5E+05,8.9E+05,0.0E+00,,
YPR006C,Mitochondrial 2-methylisocitrate lyase,ICL2;LPZ6C;YP9723.06C;YPR006C,Q12031,3,3,3,7,65.0,5.6E-21,0.0E+00,8.8E+05,0.0E+00,,
YLR337C,Verprolin,END5;L8300.13;MDP2;VRP1;YLR337C,P37370;Q06133,3,3,3,10.9,82.6,1.0E-20,0.0E+00,8.8E+05,0.0E+00,,
YCL010C,29 kDa SAGA-associated factor;SAGA histone acetyltransferase complex 29 kDa subunit;SAGA-associated factor 29,SGF29;YCL010C;YCL10C,P25554;P87008,2,2,2,12.4,29.4,1.6E-04,1.1E+06,8.7E+05,0.0E+00,,
YJR010C-A,Microsomal signal peptidase subunit 1;Signal peptidase complex subunit SPC1,SPC1;YJR010BW;YJR010C-A,P46965,2,2,2,23.4,10.8,1.4E-05,9.9E+06,8.7E+05,0.0E+00,,
YHR079C,Endoplasmic reticulum-to-nucleus signaling 1;Endoribonuclease;Ire1p;Serine/threonine-protein kinase;Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1;IRE1;YHR079C,D3DL29;P32361,2,2,2,2.4,127.0,3.0E-04,0.0E+00,8.7E+05,0.0E+00,,
YPL115C,Bud emergence protein 3;GTPase-activating protein BEM3,BEM3;LPH12C;YPL115C,P32873,7,7,7,8.3,124.9,2.2E-27,8.3E+06,8.7E+05,0.0E+00,,
YBR022W,ADP-ribose 1''-phosphate phosphatase,POA1;YBR022W;YBR0304,P38218,2,2,2,13.6,19.9,2.4E-04,0.0E+00,8.6E+05,0.0E+00,,
YJR005W,AP-2 complex subunit beta;Beta-2-adaptin;Beta-adaptin;Clathrin assembly protein complex 2 beta large chain;Clathrin assembly protein large beta chain,APL1;J1422;YAP80;YJR005W,P27351,2,2,2,4.4,80.5,1.6E-09,1.8E+06,8.5E+05,0.0E+00,,
YOL096C,"3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase;Dihydroxyhexaprenylbenzoate methyltransferase;Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial",COQ3;HRF316;YOL096C,P27680,2,2,2,12.2,36.3,7.4E-15,0.0E+00,8.5E+05,0.0E+00,,
YIL013C,ATP-dependent permease PDR11,PDR11;YIL013C,P40550;Q03092,2,1,1,2.8,160.5,2.3E-07,0.0E+00,8.4E+05,0.0E+00,,
YOR329C,Protein FTB1;Protein SCD5,FTB1;SCD5;YOR329C,P34758,1,1,1,1.6,97.3,1.9E-12,0.0E+00,8.3E+05,0.0E+00,,
YJL196C,Elongation of fatty acids protein 1,ELO1;J0343;YJL196C,P39540,1,1,1,2.6,36.2,3.1E-03,0.0E+00,8.3E+05,0.0E+00,,
YLR177W,Uncharacterized protein YLR177W,YLR177W,Q06251,4,2,2,8.1,71.3,2.1E-47,0.0E+00,8.3E+05,0.0E+00,,
YGR215W,Mitochondral 37S ribosomal protein S27,RSM27;YGR215W,P53305,2,2,2,28.2,12.4,3.1E-11,2.1E+06,8.3E+05,0.0E+00,,
YLL011W,Protein SOF1;U3 small nucleolar RNA-associated protein SOF1,L1339;SOF1;YLL011W,P33750,1,1,1,2.5,56.8,2.9E-20,4.1E+06,8.2E+05,0.0E+00,,
YHR101C,Bad in glucose protein 1;Big1p;Protein BIG1,BIG1;YHR101C,D3DL51;P38813,1,1,1,5.1,39.1,4.3E-16,0.0E+00,8.1E+05,0.0E+00,,
YIL045W,GSY2-interacting protein PIG2,PIG2;YIL045W,P40187,4,4,4,9.9,61.9,1.8E-17,0.0E+00,8.1E+05,0.0E+00,,
YLR020C,Sterol esterase 2;Steryl ester hydrolase 2,YEH2;YLR020C,Q07950,2,2,2,3.9,62.4,2.0E-06,0.0E+00,8.0E+05,0.0E+00,,
YBR229C,Alpha-glucosidase II subunit alpha;Glucosidase 2 subunit alpha;Glucosidase II subunit alpha;Reversal of TOR2 lethality protein 2,GLS2;ROT2;YBR1526;YBR229C,P38138,5,5,5,7.7,110.3,1.2E-23,2.9E+06,8.0E+05,0.0E+00,,
YHR084W,Protein STE12;Ste12p,STE12;YHR084W,D3DL35;P13574,2,2,2,3.2,77.9,2.5E-04,0.0E+00,8.0E+05,0.0E+00,,
YOR297C,Mitochondrial import inner membrane translocase subunit TIM18,TIM18;YOR297C,Q08749,1,1,1,7.8,21.9,1.1E-03,0.0E+00,7.7E+05,0.0E+00,,
YBR016W,Uncharacterized protein YBR016W,YBR016W;YBR0222,P38216,1,1,1,14.1,14.6,1.0E-42,0.0E+00,7.6E+05,0.0E+00,,
YDR267C,Cytosolic iron-sulfur protein assembly protein 1,CIA1;YDR267C,Q05583,3,3,3,11.5,37.3,3.6E-10,5.3E+06,7.5E+05,0.0E+00,,
YGR271W,Antiviral helicase SLH1;SKI2-like helicase 1,G9365;SLH1;YGR271W,P53327,5,5,5,4,224.8,7.4E-18,0.0E+00,7.5E+05,0.0E+00,,
YHR028C,Dap2p;Dipeptidyl aminopeptidase B;YSCV,DAP2;YHR028C,D3DKX5;P18962,3,3,3,4.3,93.4,8.6E-72,5.0E+06,7.4E+05,0.0E+00,,
YLR034C,Iron transporter SMF3,SMF3;YLR034C,Q12078,1,1,1,2.1,51.8,4.5E-03,0.0E+00,7.3E+05,0.0E+00,,
YAL044W-A,Uncharacterized bolA-like protein YAL044W-A,YAL044W-A,Q3E793,1,1,1,10.9,12.5,4.6E-06,1.3E+06,7.3E+05,0.0E+00,,
YPR188C,Calmodulin-like myosin light chain MLC2;MYO1 light chain 2;Myosin light chain 2;Myosin-1 light chain,MLC2;P9677.10;YPR188C,Q06580,3,3,3,25.8,18.5,4.3E-15,1.2E+07,7.3E+05,0.0E+00,,
YLR008C,Mitochondrial import inner membrane translocase subunit TIM14;Presequence translocated-associated motor subunit PAM18,PAM18;TIM14;YLR008C,Q07914,1,1,1,8.9,17.9,6.0E-75,0.0E+00,6.9E+05,0.0E+00,,
YNR031C,MAP kinase kinase kinase SSK2;Suppressor of sensor kinase 2,N3276;SSK2;YNR031C,P53599,2,2,2,1.3,180.5,3.0E-06,0.0E+00,6.9E+05,0.0E+00,,
YOR119C,Ribosomal RNA-processing protein 10;Serine/threonine-protein kinase RIO1,O3266;RIO1;RRP10;YOR119C;YOR3266C,Q00602;Q12196,2,2,2,5.8,56.1,1.9E-13,2.0E+06,6.9E+05,0.0E+00,,
YMR121C,60S ribosomal protein L15-B;L13;RP15R;YL10;YP18,RPL10B;RPL13B;RPL15B;YL10B;YM8564.03C;YMR121C,P54780,6,2,2,24,24.4,2.4E-163,4.5E+06,6.9E+05,0.0E+00,,
YPL137C,GLC7-interacting protein 3,GIP3;YPL137C,Q03016,7,7,7,6.3,140.9,2.8E-14,6.5E+06,6.7E+05,0.0E+00,,
YJL131C,Uncharacterized protein YJL131C,J0682;YJL131C,P47015,4,4,4,10.4,41.5,3.2E-05,2.2E+06,6.5E+05,0.0E+00,,
YDL175C,Arginine methyltransferase-interacting RING finger protein 2;Protein AIR2,AIR2;YDL175C,Q12476,1,1,1,6.1,39.3,6.0E-06,0.0E+00,6.4E+05,0.0E+00,,
